"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","gift_wrapping_available","is_returnable","shipping_unit","sku_active","sku_old","sku_new","bv_id","bv_group","baynote_id","gsdb_id","sap_id","gpim_id","unit_of_measure","part_number","lead_time","male_tab_width_qz6wqz7","mates_with_male_tab_width_qz6wqz7","recommended_usage","product_usage","upc","upc_12","gulf_id","uk_id","code","hide_keywords","jaws_price","jaws_unit","jaws_uom","benefit1","benefit2","benefit3","benefit4","benefit5","benefit6","benefit7","benefit8","benefit9","benefit10","benefit11","benefit12","benefit13","benefit14","benefit15","benefit16","benefit17","resolution","doc_id_01","doc_id_02","doc_id_03","doc_id_04","doc_id_05","doc_id_06","doc_id_07","doc_id_08","doc_id_09","doc_id_10","doc_id_11","doc_id_12","doc_id_13","doc_id_14","doc_id_15","doc_id_16","doc_id_17","doc_id_18","doc_id_19","doc_id_20","doc_id_21","doc_id_22","doc_id_23","doc_id_24","doc_id_25","doc_id_26","doc_id_27","doc_id_28","doc_id_29","doc_id_30","doc_id_31","doc_id_32","doc_id_33","doc_id_34","doc_id_35","doc_id_36","doc_id_37","doc_url_01","doc_url_02","doc_url_03","doc_url_04","doc_url_05","doc_url_06","doc_url_07","doc_url_08","doc_url_09","doc_url_10","doc_url_11","doc_url_12","doc_url_13","doc_url_14","doc_url_15","doc_url_16","doc_url_17","doc_url_18","doc_url_19","doc_url_20","doc_url_21","doc_url_22","doc_url_23","doc_url_24","doc_url_25","doc_url_26","doc_url_27","doc_url_28","doc_url_29","doc_url_30","doc_url_31","doc_url_32","doc_url_33","doc_url_34","doc_url_35","doc_url_36","doc_url_37","image_zoom","object_id","reversible_options","diagonal_measurement_simple","us_id","name_differentiators","doc_id_04_name","doc_id_01_name","doc_id_02_name","doc_id_03_name","doc_id_01_type","doc_id_02_type","doc_id_03_type","doc_id_04_type","doc_id_05_name","doc_id_06_name","doc_id_07_name","doc_id_08_name","doc_id_09_name","doc_id_10_name","doc_id_11_name","doc_id_12_name","doc_id_13_name","doc_id_14_name","doc_id_15_name","doc_id_16_name","doc_id_17_name","doc_id_18_name","doc_id_19_name","doc_id_20_name","doc_id_21_name","doc_id_22_name","doc_id_23_name","doc_id_24_name","doc_id_25_name","doc_id_26_name","doc_id_27_name","doc_id_28_name","doc_id_29_name","doc_id_30_name","doc_id_31_name","doc_id_32_name","doc_id_33_name","doc_id_34_name","doc_id_35_name","doc_id_36_name","doc_id_37_name","doc_id_05_type","doc_id_06_type","doc_id_07_type","doc_id_08_type","doc_id_09_type","doc_id_10_type","doc_id_11_type","doc_id_12_type","doc_id_13_type","doc_id_14_type","doc_id_15_type","doc_id_16_type","doc_id_17_type","doc_id_18_type","doc_id_19_type","doc_id_20_type","doc_id_21_type","doc_id_22_type","doc_id_23_type","doc_id_24_type","doc_id_25_type","doc_id_26_type","doc_id_27_type","doc_id_28_type","doc_id_29_type","doc_id_30_type","doc_id_31_type","doc_id_32_type","doc_id_33_type","doc_id_34_type","doc_id_35_type","doc_id_36_type","doc_id_37_type","billing_unit","sellable_unit_of_measure","items_per_sellable_unit","msds_id","msds_url","msds_name","price_source","video_embed_1","video_thumbnail_1","video_position_1","video_label_1","video_embed_2","video_thumbnail_2","video_position_2","video_label_2","msds_link_last_updt_dt","video_bc_id_1","video_bc_player_1","video_bc_key_1","video_bc_thumbnail_1","video_bc_position_1","video_bc_label_1","video_bc_id_2","video_bc_player_2","video_bc_key_2","video_bc_thumbnail_2","video_bc_position_2","video_bc_label_2","business_group","commodity_class","division","am_shipping_type","promo_msg","applications","marketer","corporate_division_code","global_sales_code","uom","uom_price","price_owner","binaural_construction","chestpiece_finish","chestpiece_technology","chestpiece_weight","usage","max_durability","style","recommended_applications","suggested_application","particulate_respirator_range","protection_level","cable_size","min_cable_diameter_for_seal","maximum_diameter","maximum_connector_length","relaxed_tube_length","cable_diameter","application_emd","programmable_passive","safe_stock","standard_stock","related_product_url","product_model_no","hk_size","color","url_key","manufacturer","status","is_recurring","visibility","tax_class_id","width","color_configuration","length","shipping_unit_oms","omx_product_exists","omx_details_match","make_to_order","handling_id","product_updates","abrasive_backing_type","abrasive_backing_weight","abrasive_mineral_type","abrasive_type","absorption_capacity","adf_dark_state_shades","adf_size_qz6approxqz7","adhesion_to_foam","adhesion_to_hse","adhesion_to_lse","adhesion_to_metal","adhesion_to_steel_ozqz3in_qz6nqz3100_mmqz7","adhesive","adhesive_caliper_qz6milsqz7","adhesive_exposure","adhesive_material","adhesive_peel_initial","adhesive_peel_ultimate","adhesive_strength","adhesive_thickness_qz6milsqz7","adhesive_type","adhesive_type_1","adhesive_type_2","adhesive_width","adhesives","aerosol_type","agency_approvals","air_inlet_thread","air_source","air_source_compatibility_qz8_for_pqz5sa_only","ansi_grade","antibacterial","application_method","application_temperature","attachment_type","back_color","back_side_adhesive_thickness_qz6milsqz7","backed","backing_caliper","backing_color","backing_description","backing_material","backing_thickness","backing_thickness_qz6metricqz7","backing_type","backing_weight","backqz8side_adhesive_thickness_qz6milsqz7","backqz8side_adhesive_type","barrel_inside_diameter","barrel_length","barrel_style","battery_life","battery_type","bead_open_time","blade_material","body_color","bonding_range","bonding_time_range","bonding_time_range_surfaces","bonding_time_range_surfaces_oneqz3both","braided_comfort_strap","brand","brand_of_device","breaking_strength","brightness","brightness_with_touch_screen_qz6max_qz71","brightness_with_touch_sensor_qz6max_qz71","brightness_without_touch_screen","bristle_diameter","bristle_length","bristle_material","cable_length","cable_length_qz6mmqz7","caliper","can_size","capacity","carrier_color","carrier_material","carrier_thickness_qz6milsqz7","cartridge_or_filter_included","cartridge_or_filter_type","center_hole","center_hole_diameter","certifications","chemical_base","chemical_resistance","china_rohs_qz8_below_mcv","clamp_time","cleaning_strength","clearance_qz6cqz7","clip_color","closure_life","closure_type","coat_type","coating","color_dry_film","compatible_models","compatible_with","component_type","conductor_sizes","connection_type","connector_type","consistency","construction","container_type","container_volume","contains_detergent","contents","contrast_ratio","contrast_ration","control_type","converted_form","cord_type","corded","core_size","country_of_origin","cover_up_technology","coverage_per_container","csa_class","csa_file_number","cure_or_dry_time","cure_rate","cure_time","dark_shades","delay","density","density_rating","depth","device_attachment","device_type","diameter","diameter_qz6dqz7","dielectric","dielectric_strength","dimension_e","disc_diameter","dispenser_color","dispenser_material","dispenser_type","display_area_qz6wxhqz7","display_colors","door_type","double_sided_adhesive","drive_system","dry_film_color","dry_time","durability","durable","durable_screen_protection","durometer","dust_extraction","elongation","engaged_thickness","equipment_qz8_machines","eu_rohs_compliant","exchange_rates","exhalation_valve","expanded_inner_diameter","expanded_inner_diameter_qz6metricqz7","extendable","face_color","face_side_adhesive_thickness_qz6milsqz7","facepiece_type","faceqz8side_adhesive_thickness_qz6milsqz7","faceqz8side_adhesive_type","faceseal_qz3_nosefoam","facestock","facestock_caliper_qz6milsqz7","fastener_orientation","fda_cleared","features","fepa_grade","fingerprint_fading_technology","fingerprint_resistant","flame_resistance_qz6astm_d2859qz896qz7","flame_retardant","flammability_ratingqz8qz8usa","flash_time","flex_type","fluid_resistant_qz6astm_f1862qz7","foam_conformability","form_type","fragrance","frame_color","frame_material","frame_styleqz3type","front_color","full_cure","full_cure_time_qz8_temperature_qz5_time","full_cure_time_temperature_time","full_surface_adhesive","functionqz3attachment_style","gas_qz5_vapor_protection_type","grade","grade_description","grit_size","handle_color","handle_material","handling_time","hardener_included","hardener_type","hardness","harness_type","headgear_type","hearing_protection_style","heat_resistance","heat_shrink_or_cold_shrink","height","height_in_qz6mmqz7","helmet_series","hook_type","hookqz3loop","humidity_resistance","hypoallergenic","individually_wrapped","indoorqz3outdoor","input_type","inside_diameter","insulation_material","kit_includes","lane_configuration","latex","lcd_technology","length_in_qz6mqz7","length_of_use","length_qz6lqz7","length_qz6metricqz7","length_qz6mmqz7","length_qz6mqz7","length_yd_qz6mqz7","lens_coating","lens_color","line_material","lined","liner_caliper_qz6milsqz7","liner_color","liner_material","liner_thickness","liner_type","liner_weight","lock_compatible","low_profile","machine_type","master_size_length","master_size_width","material","material_type","max_opm","max_rpm","max_speed","maximum_box_height","maximum_box_weight","maximum_box_width","maximum_bundle_diameter","maximum_bundle_diameter_qz6mmqz7","maximum_cases_per_minute","maximum_insulation_outer_diameter","maximum_lock_width","maximum_operating_speed","maximum_operating_temperature","maximum_operating_temperature_qz6celsiusqz7","maximum_operating_temperature_qz6fahrenheitqz7","maximum_recommended_voltage_rating","maximum_resolution","maximum_tape_width","measurement_parameters","measurement_range","meets_specifications","meters_per_roll","micron_grade","microphone_classqz3type","mil_spec","mil_vo_qz8_ballistic_eye_protection","mineral_type","minimum_box_height","minimum_box_length","minimum_box_width","minimum_bundle_diameter","minimum_bundle_diameter_qz6mmqz7","minimum_operating_temperature_qz6fahrenheitqz7","mission_type","mix_ratio","mix_ratio_volume","mix_ratio_volume_baseaccelerator","model","model_name","modulus_at_100qz2","moisture_resistance","mounting_options","native_resolution","natural_rubber_latex_components","net_volume","net_weight","niosh_approval","niosh_approval_number","niosh_cartridge_or_filter_assigned_color_coding","noise_reduction_rating","nominal_adhesive_thickness_qz6milsqz7","nonqz8corrosive","nose_clip_shape","nuisance_odor_relief_qz6less_than_osha_pelqz7","number_of_headsets","number_of_holes","number_of_sensors","number_of_sheets","number_of_touch_points","open_time","operating_environment","operating_system_support","operating_temperature_range","operating_temperature_range_qz6celsiusqz7","operating_temperature_range_qz6fahrenheitqz7","operation","operation_type","orbit_diameter_inch_qz6mmqz7","orientation","outside_diameter","outside_flange_diameter","overall_length","overlap_shear_strength_at_180_degrees_f_qz682_degrees_cqz7","overlap_shear_strength_at_75_degrees_f_qz624_degrees_cqz7","ozone_qz63m_recommended_up_to_10x_osha_pelqz7","package_configurations","package_contents","packaging","pad_material","pad_width","paint_time","paintable","papr_mount_type","peak_damping_temp","peel_strength_at_72_degrees_f_qz622_degrees_cqz7","peel_strength_at_75_degrees_f_qz624_degrees_cqz7","percent_postqz8consumer_waste","percent_preqz8consumer_waste","percent_recycled","perforated_center_hole","performance_level","physical_dimensions_enclosure_qz6wxhxdqz7","physical_form","pile_height","pipe_size","pixel_pitch","plasticizer_resistance","polishing_process","power_consumption","power_source","power_supply","powered_air_purifying_respirator_qz6paprqz7_systems","pps_micron_filter_size","preqz8shrink_fit_over_clearance","prescription_insert","pressure_sensitive_adhesive","primary_liner","primary_liner_thickness_qz6milsqz7","primary_material","primer_base","printed_tape","printer_type","printqz8toqz8theqz8edge","privacy","privacy_screen","product_family","product_form","product_series","product_type","protection_type","protective_tape_adhesive_tack_level","protective_tape_film_thickness","pvc_free","quick_lift","rate_of_cut","recommended_industry","recommended_surfaces","recovered_inner_diameter","recovered_inner_diameter_qz6metricqz7","recycled","recycled_content","reduces_glare","refresh_rate","respirator_style","rod_shape","rohs_compliant","roll_length","roll_width","sand_time","scratch_resistant","screen_protector_type","seam_type","secondary_liner","secondary_liner_thickness_qz6milsqz7","sensitivity","series","shank_size","shape","shear_strength_at_72_degrees_f_qz622_degrees_cqz7","sheet_length","sheet_width","sheets_per_pack","shelf_life","shelf_life_qz6not_at_room_temperatureqz7","shelf_type","shore_a_hardness","shrink_ratio","single_or_double_sided_pad","singleqz8_or_doubleqz8coated","size","skin_time","solids_weight_percent_qz6approximateqz7","solvent","solvent_resistance","spare_part_type","specific_gravity","specification","splice_type","spray_width","standards_and_specifications","standardsqz3approvals","storage_environment","storage_temperature","strand_thickness","strand_width","strap_attachment_type","stud_size","sub_type","substrate","substrate_material","surface_finish","surface_material","suspension_type","tack_free_time","tape_color","tape_construction","tape_grade","tape_length","tape_length_qz6metricqz7","tape_thickness","tape_type","tape_width","tape_width_qz6metricqz7","temp_resistanceqz8qz8_lower_qz6deg_fqz7","temp_resistanceqz8qz8_upper_qz6deg_fqz7","temperature_range","temperature_resistance_fqz3c","temperature_resistance_qz8_initial","temperature_resistance_qz8_long_term","temple_color","tensile_strength","tensile_strength_lbqz3in_qz6nqz3100_mmqz7","tensile_strength_qz6kgqz7","tensile_strength_qz6lbqz7","terminal_style","terminal_type","texture","thickness","thickness_in_qz6mmqz7","thickness_qz6metricqz7","thickness_qz6mmqz7","thread_size","tier","time_at_maximum_temperature","time_to_handling_strength","tip_color","tip_diameter","tip_material","tool_diameter_inch_qz6mmqz7","tool_size","top_liner_material","total_area","total_caliper","total_thickness","touch_communication","touch_point_speed","touch_response_time","trademark","tread_grade","trim","tubing_type","twoqz8sided","type_number","type_of_cleaning","ul_file_number","us_military_spec","uv_resistance","uv_resistant","vertical","vesa_pattern","video_cable_connector","video_input","video_response_time","video_response_time3","viewing_angle","viewing_angle2","viewing_area_height","viewing_area_width","viscosity_at_75_degrees_f_qz624_degreescqz7","viscosity_range_qz6cpsqz7_at_room_temperature","visor_type","volatile_organic_compounds_qz6vocsqz7","wall_mountable","warranty","warranty_period","weather_resistant","weight_qz6netqz7","wheel_configuration","wheel_type","width_in_qz6cmqz7","width_in_qz6mmqz7","width_qz6metricqz7","width_qz6mmqz7","width_qz6wqz7","window_tint","wire_gauge","wire_gauge_range","wire_range_capabilities","work_time","worklife","worklife_at_75_degrees_f_qz624_degrees_cqz7","is_professional_use_only","male_tab_width_qz6w_qz7","mates_with_male_tab_width_qz6w_qz7","recommended_usage2","usage2","privacy_level","screen_format","is_reviewable","professional_use_require_code","color_group","diaphragm_diameter","is_coban_only","application_category","health_and_safety","rpm","sub_industries","type_of_product","sanding_surface","vacuum_support","wet_or_dry","adhesive_color","application_surface","color_palette","opacity","print_compatibility","removability","machine_speed","maximum_service_temp","placement_area","product_colour","surface_type","chemical_resistant","flag","flat_surface","linerlinerless","marker_depth","marker_dimension_cm","oil_resistant","operating_temperature_celsius","print_color","textured_surface","voltage","water_resistant","wire","anti-glare","anti-reflective","assembly_required","computer_monitor_display_sizes","display_diagonal","display_type","market","resolution_height","resolution_width","screen_attachment","touch_compatibility","primary_liner_color","product_key","substrates_surface_energy","diaphragm_material","diaphragm_shape","diaphragm_type","eartip_type","extra_eartips","headset_material","patient","performance","special_adaptors","tube_color","tube_construction","tunable_diaphragm","hazard_type","viewing_area_dimensions","small_diaphragm_diameter","emergency_overload_temp","minimum_application_temp","natural_rubber_latex","category_purification","color_film_config","clean_type","collect_type","postit_type","postit_size","adhesive_tape_size","adhesive_tape_color","first_aid_type","human_engineering_type","human_engineering_color","rain_scraper_size","stethoscope_type","stethoscope_color","joint_nursing_part","joint_nursing_color","protection_part","ground_mat_edge","ground_mat_size","ground_mat_color","privacy_filter_ratio","privacy_filter_series","privacy_filter_color","privacy_filter_diagonal_length","price","special_price","weight","msrp","gift_wrapping_price","description","short_description","meta_keyword","custom_layout_update","extended_description","omx_standing_order_configs","omx_payment_plan_infos","commercial_use_message","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","omx_iir_timestamp","omx_last_checked","omx_last_pushed","omx_last_updated","omx_last_inventory_check","omx_last_received_from_omx","promo_msg_start","promo_msg_end","shelves_date","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","website","_media_image","_media_lable","_media_position","_media_is_disabled"
"hk_base","hk_base","3M","","27,62","XH000523601","0","Nexcare™超薄荳痘隱形貼(36貼)-送30張面油紙","","","/1/f/1ffb8f2eb4157bfe53f760b7bdcbe3b4.jpg","/1/f/1ffb8f2eb4157bfe53f760b7bdcbe3b4.jpg","/1/f/1ffb8f2eb4157bfe53f760b7bdcbe3b4.jpg","","No layout updates","Block after Info Column","","",""," ","Use config","Use config","No","No","Use config","","","","","","","","","","","盒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H2","5910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","6","","TA036_OCF","0.8厘米x24貼; 1.2厘米x12貼","","nexcaretm-36-30","","Enabled","No","Catalog, Search","None","","","","","No","No","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","Yes","No","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.9000","45.9000","999.0000","","","- 吸量達2.5倍^
<br>-有效吸收暗瘡分泌物
<br>-加速皮膚復原，減低留疤風險
<br>-40%更薄*，更隱形，接近膚色不易察覺
<br>-適合日間或貼上後再化妝
<br>-防水，透氣，舒適
<br>-減少手部接觸，防止細菌感染
<br>-不含藥性，適合各種皮膚
<br>-由GMP「優良製造規範」認証廠房製造，產品安全可靠
<br>
<br>*與3M現有產品比較平均薄40%
<br>^根據獨立實驗室報告與其他品牌比較

<br><br><font color=""red""","","","","","","","","","","","","","","","","","","","","","","2015-11-04 00:00:00","6.0000","0.0000","1","0","0","1","1.0000","1","10000.0000","1","1","","1.0000","1","1","1","0","1","0.0000","1","0","0","0","1","Nexcare™超薄荳痘隱形貼(36貼)-送30張面油紙","4","simple","","","","","","",""
"hk_base","hk_base","3M","","29,60,76","WT300960703","0","3M™ 防撞護邊膠條","","","/d/0/d04fad952bd6d072a8efda7e52b5ea14.jpg","/d/0/d04fad952bd6d072a8efda7e52b5ea14.jpg","/d/0/d04fad952bd6d072a8efda7e52b5ea14.jpg","","No layout updates","Block after Info Column","","",""," ","Use config","Use config","No","No","Use config","","","","","","","","","","","件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H2","4220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","10","","33005","60cm厘米","啡色","3mtm-805011","","Enabled","No","Catalog, Search","None","","","","","No","No","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","Yes","No","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3000","39.9000","999.0000","","","減低寶寶撞傷機會<BR>
1. 3M特強黏貼，黏力穩固<BR>
2. 採用厚身彈性軟膠，可緩衝撞擊力及減低割傷機會<BR>
3. 不含有毒物質 (無18種PAHs, 10種有機鍚化合物及8種塑化劑)<BR>
4. 不含雙酚A<BR>
5. 不含重金屬 (符合歐盟19項重金屬檢測標準)<BR>
6. 膠紙於韓國製造，護邊膠條於中國製造","","","","","","","","2016-01-08 00:00:00","2016-02-02 00:00:00","","","","","","","","","","","","","2015-11-04 00:00:00","10.0000","0.0000","1","0","0","1","1.0000","1","10000.0000","1","1","","1.0000","1","1","1","0","1","0.0000","1","0","0","0","1","3M™ 防撞護邊膠條","4","simple","","","","","","",""
"hk_base","","","","","WT300960703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/3/3/33005_33009_brown_edge_guard_1.jpg","","2","0"
"hk_base","hk_base","3M","","29,60,76","WT300960711","0","3M™ 防撞護邊膠條","","","/d/0/d0c5a639404fd492a273ee99c963373b.jpg","/d/0/d0c5a639404fd492a273ee99c963373b.jpg","/d/0/d0c5a639404fd492a273ee99c963373b.jpg","","No layout updates","Block after Info Column","","",""," ","Use config","Use config","No","No","Use config","","","","","","","","","","","件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","H2","4220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","10","","33006","60cm厘米","灰色","3mtm-805012","","Enabled","No","Catalog, Search","None","","","","","No","No","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","Yes","No","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3000","39.9000","999.0000","","","減低寶寶撞傷機會<BR>
1. 3M特強黏貼，黏力穩固<BR>
2. 採用厚身彈性軟膠，可緩衝撞擊力及減低割傷機會<BR>
3. 不含有毒物質 (無18種PAHs, 10種有機鍚化合物及8種塑化劑)<BR>
4. 不含雙酚A<BR>
5. 不含重金屬 (符合歐盟19項重金屬檢測標準)<BR>
6. 膠紙於韓國製造，護邊膠條於中國製造","","","","","","","","2016-01-08 00:00:00","2016-02-02 00:00:00","","","","","","","","","","","","","2015-11-04 00:00:00","10.0000","0.0000","1","0","0","1","1.0000","1","10000.0000","1","1","","1.0000","1","1","1","0","1","0.0000","1","0","0","0","1","3M™ 防撞護邊膠條","4","simple","","","","","","",""
